date,product,region,amount,quantity
2024-02-17,SSD,South,42.77,25
2023-09-09,Power Supply,South,1049.8,45
2023-03-17,Graphics Card,North,1308.05,8
2024-01-20,Monitor,South,749.82,49
2024-01-07,Speaker,North,1241.62,20
2024-04-27,Mouse,West,1800.13,39
2024-11-28,RAM,East,732.98,8
2023-01-07,Headphones,East,1696.95,6
2024-09-04,USB Cable,East,244.45,28
2024-12-11,Graphics Card,Central,614.01,18
2023-05-02,Desk,West,426.46,49
2024-07-21,Microphone,South,853.07,37
2024-07-23,Case,East,121.67,50
2023-12-14,Case,South,1158.73,14
2023-02-24,SSD,West,1666.79,30
2024-05-13,Graphics Card,South,961.57,11
2024-10-13,Processor,West,221.95,13
2023-01-11,Speaker,North,1445.68,37
2023-02-20,Webcam,East,721.49,41
2023-07-22,External Drive,East,840.71,20
2024-12-13,Monitor,North,522.81,1
2023-12-08,RAM,South,304.82,16
2023-05-06,Headphones,East,1489.03,42
2024-02-14,Desk,Central,1448.87,42
2023-08-26,SSD,South,858.63,17
2024-05-22,Speaker,North,1190.59,44
2024-08-11,Laptop,Central,1998.45,32
2024-08-30,Monitor,Central,780.99,23
2024-01-03,Mouse,West,1128.42,17
2023-01-28,Motherboard,South,337.72,9
2024-08-14,Headphones,Central,1603.66,31
2024-08-25,Webcam,West,433.25,37
2023-08-15,Speaker,West,1091.27,42
2023-11-27,Mouse,East,946.44,30
2024-07-12,Monitor,North,845.54,29
2023-05-16,Case,West,185.58,11
2024-08-14,RAM,North,435.14,25
2024-12-21,Motherboard,Central,1639.44,38
2024-06-02,Cooling Fan,East,1040.16,17
2023-01-01,Microphone,South,1562.27,36
2024-11-22,Webcam,North,1426.22,43
2024-06-28,RAM,North,1208.37,21
2024-05-16,Desk,East,1134.64,1
2023-04-26,Case,Central,644.5,24
2024-09-28,Monitor,West,138.62,10
2024-05-09,Power Supply,Central,567.31,35
2023-10-04,Chair,East,1346.59,4
2024-06-05,Monitor,Central,1306.99,27
2023-06-14,Laptop,Central,552.9,30
2023-06-17,External Drive,Central,1202.02,29
2024-11-03,RAM,South,135.32,27
2024-07-31,Headphones,West,381.5,48
2024-10-08,External Drive,West,49.21,24
2024-03-28,Monitor,West,983.63,38
2024-07-29,Graphics Card,North,929.11,4
2024-03-27,Desk,Central,1920.38,29
2023-10-14,RAM,East,1869.55,17
2023-11-10,Mouse,North,1733.86,36
2024-10-09,Microphone,West,475.58,50
2024-05-10,Cooling Fan,Central,1928.54,18
2024-06-14,RAM,South,327.32,42
2024-03-02,Chair,Central,1698.46,22
2024-01-10,Laptop,West,739.85,1
2024-06-14,Processor,Central,1533.78,29
2023-07-09,Cooling Fan,South,749.27,41
2024-02-03,Monitor,North,395.6,42
2023-01-01,Headphones,South,32.79,39
2023-07-08,Motherboard,Central,1896.05,41
2024-09-29,Desk,East,1724.67,45
2023-07-22,Monitor,Central,1225.37,16
2023-11-17,Desk,Central,1441.32,19
2023-05-03,Power Supply,Central,49.62,36
2023-08-18,RAM,East,858.35,38
2023-07-22,Speaker,West,219.69,42
2024-09-21,Speaker,South,1031.59,45
2024-12-31,Power Supply,South,1028.36,11
2023-03-25,Keyboard,Central,1113.4,8
2023-07-03,Keyboard,South,204.02,47
2024-10-11,Laptop,Central,1410.49,13
2024-05-30,Speaker,South,1430.14,39
2024-08-11,USB Cable,East,599.61,14
2023-10-08,Power Supply,East,1786.47,11
2023-07-28,Motherboard,South,1840.07,18
2023-11-14,Power Supply,South,178.66,1
2024-03-31,Case,North,834.43,14
2023-11-14,Case,Central,1961.84,38
2023-10-08,Power Supply,North,451.72,22
2023-11-10,Laptop,East,458.49,30
2023-06-16,Motherboard,North,1120.21,34
2024-09-20,SSD,South,197.96,19
2023-01-19,Cooling Fan,Central,1603.12,19
2023-08-26,Microphone,South,1461.95,11
2024-05-04,Graphics Card,South,1356.38,22
2024-06-21,Desk,Central,1412.65,25
2024-09-26,External Drive,Central,139.3,26
2023-08-19,Microphone,South,338.92,39
2023-05-01,Power Supply,West,94.36,25
2024-10-02,Motherboard,East,1245.21,4
2023-03-12,Graphics Card,South,1051.84,12
2024-01-16,External Drive,North,1430.15,29
2023-09-03,RAM,South,1142.69,1
2023-04-29,USB Cable,Central,1141.45,11
2023-03-31,Webcam,West,1108.95,37
2024-11-08,Laptop,East,370.47,34
2024-06-18,Power Supply,South,318.94,42
2024-04-05,SSD,East,1701.89,38
2024-05-05,Monitor,South,1938.02,27
2024-04-09,Power Supply,North,891.71,3
2023-12-16,Webcam,North,172.76,28
2024-05-05,Chair,North,148.55,2
2024-04-21,Monitor,Central,1394.67,50
2023-06-05,SSD,Central,1532.19,40
2023-02-09,Graphics Card,East,235.56,8
2023-03-30,Speaker,West,733.0,50
2023-05-15,Chair,West,1636.7,3
2024-09-03,Monitor,South,1505.48,36
2023-10-26,Power Supply,West,75.2,25
2023-11-22,Power Supply,West,884.86,31
2024-03-18,Power Supply,South,1314.15,42
2024-12-07,Microphone,South,1222.63,45
2023-01-20,Keyboard,West,247.13,18
2024-06-08,Mouse,East,1730.41,10
2023-02-23,Speaker,North,844.85,48
2024-12-03,Headphones,East,1165.19,50
2023-07-28,Desk,Central,639.24,14
2024-01-08,Microphone,North,212.59,30
2023-07-09,Keyboard,East,150.22,50
2023-07-14,Keyboard,Central,1964.68,37
2023-07-30,Power Supply,East,647.13,3
2024-01-16,Graphics Card,Central,1627.06,21
2023-08-29,SSD,South,1347.58,10
2024-08-25,Case,Central,72.83,40
2023-02-02,Headphones,North,1517.94,49
2024-06-07,Desk,West,1482.94,2
2023-09-02,RAM,North,1009.93,48
2023-10-23,Headphones,South,1262.94,14
2024-10-03,Desk,West,825.74,33
2024-04-26,Laptop,South,683.06,42
2024-10-26,Graphics Card,Central,1697.5,44
2024-08-14,SSD,South,876.87,36
2024-02-25,USB Cable,North,1762.67,16
2023-10-03,Keyboard,Central,1657.65,39
2024-03-16,Microphone,South,373.78,9
2023-08-29,Keyboard,South,1072.47,12
2023-07-23,SSD,South,17.37,44
2024-12-17,Microphone,West,1554.99,35
2024-10-21,Power Supply,Central,557.8,22
2023-12-09,Monitor,North,1236.91,40
2023-12-17,RAM,East,969.59,17
2024-10-01,External Drive,Central,319.99,37
2023-07-03,Keyboard,South,841.7,17
2023-11-10,Monitor,South,886.24,39
2024-05-04,SSD,West,1749.27,36
2023-11-18,Monitor,West,588.04,24
2024-07-18,Webcam,West,764.98,48
2024-04-05,Microphone,South,990.28,33
2024-11-10,Mouse,South,143.96,4
2023-10-29,USB Cable,West,1111.98,6
2024-01-20,Headphones,South,232.23,2
2023-12-25,Case,South,210.58,5
2023-01-31,RAM,North,651.39,24
2023-10-07,Microphone,Central,43.59,14
2023-01-13,Motherboard,East,121.09,28
2023-04-04,Keyboard,Central,1182.28,8
2023-01-10,Processor,North,1723.41,8
2024-08-31,Microphone,West,841.14,36
2024-10-28,Microphone,East,1736.45,42
2023-03-01,Motherboard,West,1991.48,31
2024-05-02,Motherboard,West,157.17,17
2024-10-28,Headphones,Central,1989.44,12
2024-11-27,Motherboard,North,1197.75,46
2024-10-15,Motherboard,West,1715.23,34
2023-02-21,Mouse,Central,1050.93,47
2023-08-12,External Drive,West,1201.5,19
2024-12-30,Desk,West,1099.68,23
2023-03-17,Processor,North,867.69,39
2024-10-03,SSD,Central,1892.31,7
2024-03-25,Case,North,95.28,7
2024-10-22,Power Supply,West,1173.01,28
2024-08-28,Motherboard,West,1378.09,17
2023-11-28,RAM,Central,1206.01,10
2023-06-19,Motherboard,East,723.56,11
2024-09-26,SSD,East,110.72,43
2024-07-31,Desk,West,628.79,3
2023-05-01,Speaker,South,777.64,49
2023-10-07,Processor,North,316.58,4
2023-07-19,Case,South,496.48,27
2024-09-27,Motherboard,North,578.44,15
2023-06-05,USB Cable,Central,1893.11,49
2023-08-04,Graphics Card,West,704.43,39
2024-01-16,Motherboard,South,1560.12,20
2023-02-11,Desk,East,1800.27,7
2023-01-06,SSD,South,736.96,34
2023-05-18,Headphones,Central,554.5,23
2024-07-05,Motherboard,North,97.58,22
2023-07-08,Keyboard,Central,259.95,7
2023-12-18,Cooling Fan,Central,882.44,34
2023-08-06,Laptop,Central,1929.93,16
2023-02-08,USB Cable,North,917.27,7
2024-12-04,Processor,East,1039.0,5
2023-02-10,Processor,Central,1101.85,30
2023-12-12,Microphone,Central,1574.71,10
2024-04-06,Mouse,North,1038.8,36
2023-12-23,Motherboard,South,724.06,31
2023-11-07,Webcam,North,1453.26,14
2023-12-08,Webcam,Central,1087.96,1
2024-12-22,Microphone,North,874.35,30
2024-06-17,External Drive,North,289.0,39
2024-10-19,Power Supply,West,339.84,9
2023-08-06,Headphones,South,757.83,6
2024-07-09,RAM,West,1265.54,40
2024-03-05,Case,West,648.41,35
2023-04-14,USB Cable,South,853.1,14
2023-12-14,Chair,Central,1159.13,3
2023-10-26,Case,East,161.39,4
2023-08-12,Laptop,North,1582.6,48
2023-05-20,Power Supply,East,1106.52,17
2024-07-24,Headphones,Central,1185.75,18
2023-02-15,Desk,South,896.79,36
2024-04-30,Power Supply,West,1195.35,12
2024-06-06,SSD,East,257.78,45
2023-08-01,Headphones,West,600.1,12
2023-07-05,Desk,North,1250.99,34
2024-10-14,External Drive,Central,1666.03,24
2023-09-27,Chair,East,1740.74,30
2023-03-25,USB Cable,East,834.38,46
2024-08-12,RAM,Central,546.04,1
2024-04-19,Mouse,East,1691.11,31
2024-05-31,Microphone,East,985.63,23
2023-03-25,Keyboard,Central,591.43,3
2024-05-21,Speaker,East,637.85,2
2024-09-27,USB Cable,Central,190.33,42
2024-08-13,Laptop,South,1728.23,10
2024-07-23,USB Cable,South,474.57,37
2023-01-19,Chair,West,1134.58,50
2024-12-01,Laptop,Central,858.38,8
2024-12-26,Speaker,East,1586.87,9
2023-12-20,Case,Central,358.43,24
2024-12-31,Cooling Fan,South,282.65,38
2023-03-18,Power Supply,North,1956.34,33
2024-05-20,Graphics Card,Central,1366.46,43
2023-09-26,Desk,North,512.29,28
2023-08-28,Case,South,1394.86,31
2024-04-16,USB Cable,West,1880.63,9
2024-04-14,Case,West,29.36,39
2023-01-26,Webcam,West,513.39,6
2024-04-10,Headphones,North,440.97,16
2024-11-29,External Drive,East,111.29,6
2023-07-28,Webcam,South,520.42,48
2024-02-24,Case,North,243.63,3
2024-06-19,Webcam,Central,234.47,20
2024-03-12,Chair,North,505.15,27
2023-09-30,Processor,East,536.22,25
2024-05-30,Mouse,North,1253.07,10
2024-08-12,Motherboard,West,475.53,23
2023-05-24,SSD,North,595.31,9
2023-12-22,Headphones,Central,108.27,36
2023-08-06,Laptop,West,1217.35,9
2023-11-08,Mouse,Central,1498.21,29
2023-11-19,Cooling Fan,Central,1983.13,28
2023-02-10,USB Cable,West,802.68,48
2024-05-11,Webcam,East,1630.9,33
2024-07-28,Processor,Central,1918.7,40
2024-08-03,External Drive,Central,576.01,27
2023-09-29,Cooling Fan,South,1201.15,49
2024-01-10,RAM,West,1638.74,26
2023-01-03,Microphone,West,1366.74,26
2024-06-29,Headphones,North,1567.3,28
2023-12-30,Chair,North,295.02,5
2023-06-12,Power Supply,Central,256.86,22
2023-04-08,Power Supply,South,1824.13,41
2024-11-06,Motherboard,West,668.58,7
2023-11-03,USB Cable,East,1336.73,40
2024-04-16,Processor,Central,634.88,23
2024-01-05,Monitor,Central,1260.23,18
2024-09-23,Keyboard,East,170.77,22
2024-09-02,RAM,East,1596.92,7
2024-01-04,RAM,West,1925.67,36
2023-03-24,Processor,Central,1095.7,6
2023-02-23,Motherboard,Central,682.25,7
2024-09-08,Chair,West,1166.65,28
2023-10-02,Mouse,North,1923.11,44
2024-01-08,SSD,North,1877.13,5
2023-11-08,Cooling Fan,Central,608.74,20
2023-09-27,RAM,South,1049.38,45
2024-10-11,External Drive,North,1394.05,37
2024-03-12,Speaker,North,1480.58,18
2024-10-27,Case,East,63.68,10
2024-12-03,Chair,South,1974.06,3
2023-09-23,Speaker,West,288.63,28
2024-12-07,Cooling Fan,East,67.41,44
2023-05-05,Mouse,Central,120.07,11
2024-02-22,Microphone,North,983.65,30
2024-10-01,Keyboard,West,1131.02,47
2024-03-21,Webcam,West,250.77,18
2023-06-25,Webcam,East,1573.19,45
2023-08-30,Desk,East,60.55,1
2024-06-14,Laptop,South,475.54,39
2023-09-03,Keyboard,North,1809.89,28
2023-03-22,Keyboard,East,1178.23,47
2024-12-09,Microphone,East,907.87,50
2023-04-25,Mouse,Central,135.68,8
2024-01-01,Laptop,East,511.27,2
2024-08-06,Headphones,South,463.82,27
2023-10-02,Power Supply,North,935.75,49
2024-02-25,External Drive,East,1387.61,5
2023-10-08,Motherboard,West,637.02,22
2023-06-23,SSD,West,1290.49,15
2023-10-29,Desk,East,1426.14,28
2023-03-09,Laptop,West,764.27,44
2023-11-23,Webcam,North,1754.76,38
2024-03-19,Desk,Central,191.68,17
2023-07-23,Microphone,South,840.86,18
2024-04-05,Microphone,West,980.12,24
2024-10-02,RAM,East,1923.35,21
2023-10-29,Graphics Card,East,1110.5,27
2023-12-27,Mouse,North,1061.68,19
2023-06-17,Webcam,South,1036.0,38
2024-03-17,Headphones,Central,1493.16,1
2023-07-23,External Drive,North,1720.94,44
2023-01-24,USB Cable,South,1865.47,27
2023-11-11,Motherboard,North,1772.62,39
2023-03-30,Webcam,West,282.23,6
2023-07-04,USB Cable,West,298.72,40
2023-05-25,Cooling Fan,East,172.23,42
2024-10-29,Laptop,North,1423.63,39
2024-04-06,Keyboard,South,1102.75,46
2024-11-30,Chair,West,1496.54,12
2024-05-01,Motherboard,North,98.46,20
2024-01-06,Case,South,1673.67,48
2023-03-02,RAM,West,1546.94,42
2024-03-25,Microphone,West,1435.87,8
2023-11-04,Power Supply,West,925.17,46
2023-06-14,RAM,Central,1423.04,1
2023-10-09,External Drive,Central,1749.71,38
2024-05-21,Graphics Card,North,1434.17,43
2024-07-04,Processor,Central,409.04,35
2023-02-16,Case,East,986.34,44
2023-02-24,Processor,North,1397.43,49
2023-03-20,Motherboard,South,1385.76,45
2024-08-24,Mouse,West,1825.03,49
2023-04-16,Motherboard,South,1656.9,49
2023-08-29,RAM,South,492.75,46
2023-12-22,Microphone,Central,502.79,31
2023-10-27,Power Supply,East,99.54,22
2023-04-30,Cooling Fan,East,1719.79,32
2024-11-30,Microphone,South,605.54,30
2024-09-03,Keyboard,West,35.01,6
2023-12-03,USB Cable,East,50.59,49
2024-06-05,Mouse,East,189.15,48
2024-10-14,RAM,West,1813.92,44
2024-12-07,USB Cable,South,726.5,25
2024-11-29,Graphics Card,West,1818.85,48
2024-02-27,Cooling Fan,South,862.37,10
2024-01-11,Headphones,East,1360.52,16
2023-08-22,Headphones,Central,752.0,5
2023-06-22,RAM,Central,1616.98,40
2024-08-08,Chair,West,1455.66,24
2024-06-10,USB Cable,South,715.97,34
2024-08-08,Keyboard,Central,1852.36,12
2023-03-19,Keyboard,West,1069.67,31
2024-12-20,RAM,West,1943.43,32
2024-02-20,Laptop,West,1879.54,40
2024-10-03,USB Cable,East,656.18,48
2024-10-02,Speaker,North,428.34,11
2023-01-22,Chair,Central,314.43,4
2024-07-24,Graphics Card,South,390.95,11
2023-01-18,Mouse,South,1732.58,29
2023-10-29,External Drive,East,1093.97,46
2024-02-18,Power Supply,Central,1268.44,11
2024-01-26,Laptop,East,646.86,1
2024-04-28,Headphones,Central,1543.65,16
2023-10-29,Desk,North,1855.14,23
2024-01-21,Laptop,North,847.46,12
2024-02-22,Headphones,West,164.87,38
2023-09-17,Speaker,West,218.73,45
2023-06-08,Laptop,North,1997.68,47
2023-04-28,Motherboard,West,1708.53,3
2023-07-10,Keyboard,East,284.83,16
2023-08-16,SSD,West,1439.88,49
2024-02-12,Power Supply,North,918.21,2
2024-11-01,Monitor,West,1563.37,16
2023-03-03,Monitor,South,783.59,7
2024-12-17,Graphics Card,West,1865.22,21
2024-03-17,RAM,East,1690.2,11
2023-10-31,Case,West,640.31,23
2024-01-18,Microphone,Central,1485.08,22
2023-05-01,Power Supply,South,383.03,44
2023-09-08,Monitor,North,1259.39,9
2023-05-06,RAM,East,393.69,11
2023-03-26,Cooling Fan,South,453.98,15
2024-01-10,Motherboard,Central,1591.47,31
2023-01-10,Chair,South,91.06,3
2023-09-11,Chair,Central,150.14,7
2023-10-27,Mouse,Central,353.66,34
2024-09-17,Microphone,South,401.94,48
2024-07-05,SSD,West,333.02,13
2024-07-17,Desk,South,329.29,24
2023-01-02,Mouse,South,813.21,19
2024-10-18,Laptop,Central,184.69,3
2024-12-05,Webcam,Central,908.62,48
2024-03-21,Headphones,South,1113.24,22
2024-07-08,Motherboard,East,740.13,16
2024-06-07,Speaker,East,783.39,16
2023-07-12,Power Supply,West,152.72,3
2024-02-10,Speaker,North,470.16,25
2023-07-02,Laptop,North,403.31,33
2024-12-15,Microphone,North,977.22,29
2023-10-09,Keyboard,South,125.36,40
2023-01-09,Cooling Fan,South,1654.47,23
2024-10-25,Mouse,North,935.24,28
2023-09-17,Chair,North,697.68,6
2024-03-15,Mouse,East,1354.34,37
2023-09-09,Laptop,Central,936.02,49
2024-05-16,Speaker,North,1146.67,32
2024-12-06,Monitor,North,1248.95,25
2023-08-01,Chair,West,1377.48,3
2023-07-19,Processor,North,259.35,4
2023-11-21,Case,Central,1549.0,11
2024-08-16,Processor,Central,604.31,30
2024-07-21,Case,East,421.64,14
2024-12-09,Case,South,1070.65,49
2024-02-11,External Drive,Central,602.94,1
2023-12-26,Headphones,Central,1235.55,41
2023-10-08,Microphone,East,350.46,21
2024-01-20,Graphics Card,North,826.06,39
2023-11-28,Motherboard,North,1722.9,15
2023-12-10,Processor,South,1396.18,38
2023-01-05,Desk,South,1041.73,47
2024-02-08,Processor,North,1130.29,47
2024-01-25,Keyboard,Central,670.59,24
2023-06-04,Motherboard,South,1992.42,40
2023-08-08,Microphone,West,801.04,3
2024-06-07,Microphone,West,1460.29,44
2023-04-15,RAM,East,989.1,16
2023-10-16,Case,West,18.34,28
2024-02-29,Motherboard,South,874.17,23
2023-09-29,Keyboard,North,1441.62,25
2023-01-27,RAM,East,781.87,3
2023-02-27,Motherboard,East,368.85,9
2023-10-18,Motherboard,West,150.81,39
2024-12-08,Monitor,South,946.01,20
2023-03-17,Microphone,South,88.45,38
2023-03-09,Headphones,West,1828.15,30
2023-03-08,USB Cable,East,1263.37,2
2023-02-13,RAM,West,175.44,48
2023-08-04,Motherboard,West,1005.27,24
2023-08-30,Speaker,North,1922.46,6
2024-08-08,Processor,North,390.88,37
2023-07-27,Processor,South,1842.36,26
2024-06-19,Processor,Central,1010.47,43
2023-01-14,Processor,North,1118.12,19
2023-10-19,USB Cable,East,1030.03,36
2024-11-24,Headphones,Central,641.92,17
2024-09-29,Headphones,East,1346.43,7
2024-01-23,Motherboard,West,1201.04,26
2024-07-01,Headphones,South,65.68,40
2023-10-31,Power Supply,South,1163.43,38
2024-06-21,Speaker,South,549.18,44
2023-02-01,Power Supply,West,907.35,28
2023-11-09,Laptop,North,1557.55,50
2024-03-06,Webcam,West,107.96,34
2023-04-26,Keyboard,South,242.19,28
2023-06-23,Keyboard,East,228.53,3
2023-04-10,Motherboard,East,741.56,6
2023-01-14,RAM,Central,1816.86,45
2024-08-22,External Drive,East,1605.64,27
2024-04-04,Cooling Fan,West,690.08,49
2024-08-28,Microphone,West,1734.76,39
2024-03-06,Headphones,East,1576.67,32
2023-04-14,Graphics Card,South,745.24,25
2024-06-25,Mouse,North,1227.15,14
2023-02-01,External Drive,East,210.68,47
2024-11-16,Laptop,West,109.86,10
2024-09-21,Graphics Card,North,1594.92,48
2023-01-05,Webcam,Central,671.35,21
2023-09-19,Graphics Card,Central,509.33,18
2023-05-13,External Drive,South,503.98,3
2024-07-31,Graphics Card,West,701.84,37
2023-07-25,Power Supply,East,193.72,39
2023-11-27,Keyboard,East,937.89,26
2024-05-18,Microphone,East,1116.2,16
2023-07-27,Case,East,1542.45,42
2024-01-12,Motherboard,East,1492.72,26
2024-04-07,Laptop,North,1460.84,34
2023-04-03,Monitor,South,1198.35,2
2024-06-15,SSD,North,63.9,36
2023-03-18,Speaker,North,182.46,27
2023-04-11,Mouse,East,1999.34,21
2024-12-09,Case,North,1445.76,28
2023-03-24,Microphone,South,1557.16,17
2024-07-26,Processor,South,1360.24,9
2024-10-11,Mouse,Central,305.16,32
2023-09-01,SSD,West,1567.31,25
2023-05-06,External Drive,South,1111.48,47
2024-04-19,Laptop,North,1760.06,11
2024-08-24,Motherboard,Central,347.68,13
2023-10-12,Graphics Card,West,1355.78,41
2023-07-06,USB Cable,Central,525.15,33
2024-04-29,RAM,North,1835.68,18
2024-01-26,Motherboard,North,1585.91,28
2023-02-28,External Drive,North,468.95,28
2024-05-25,Microphone,South,1200.12,23
2024-12-08,Case,South,228.61,50
2023-09-28,Processor,South,878.79,13
2024-05-26,Chair,East,1870.23,24
2024-05-01,Laptop,Central,11.04,9
2023-11-07,Case,West,234.18,41
2023-11-04,Graphics Card,East,1290.15,50
2023-07-19,SSD,Central,1388.23,6
2023-06-19,Keyboard,Central,1601.12,13
2023-11-21,Cooling Fan,West,608.75,26
2024-01-13,USB Cable,Central,59.97,18
2023-05-07,Case,Central,1303.37,13
2023-05-22,Desk,West,1235.82,33
2024-06-09,Microphone,South,1110.83,30
2024-12-13,Webcam,Central,903.24,41
2023-05-31,Cooling Fan,East,446.84,2
2024-08-15,Desk,West,128.6,15
2023-04-16,External Drive,East,58.94,8
2024-03-03,Motherboard,West,1376.8,40
2023-07-11,Cooling Fan,West,1971.3,19
2023-11-16,Monitor,East,1303.59,44
2024-04-15,USB Cable,South,1235.91,31
2023-12-08,Case,East,912.61,42
2024-12-24,Motherboard,South,148.95,30
2023-12-22,Webcam,Central,792.99,45
2023-12-25,Desk,Central,729.88,47
2023-11-13,Desk,South,1236.9,16
2023-03-07,Keyboard,South,1158.99,31
2024-03-02,Monitor,North,1821.97,43
2023-03-06,Monitor,Central,1128.87,10
2024-09-01,Mouse,South,526.27,49
2023-08-02,Desk,East,1043.25,20
2024-01-09,Microphone,South,583.82,27
2024-10-18,RAM,East,93.25,18
2023-03-08,Motherboard,West,1188.31,31
2024-01-23,RAM,Central,32.21,2
2023-08-08,Speaker,West,1720.83,1
2024-03-06,Power Supply,North,1036.32,38
